category,pos_statement,neg_statement,layer,cosine,angle,pos_mag,neg_mag
directional,The object is moving upward.,The object is moving downward.,28,0.9536428721770533,17.514109248019935,17.44,17.22
directional,The object is moving upward.,The object is moving downward.,29,0.9543980640506438,17.369752623229445,19.73,19.38
directional,The object is moving upward.,The object is moving downward.,30,0.9541175139560059,17.423515692309746,21.92,21.67
directional,The object is moving upward.,The object is moving downward.,31,0.9516913478059015,17.881919398099775,26.42,26.2
directional,The volume is getting louder.,The volume is getting quieter.,0,0.8731851457610312,29.169089484836608,0.04715,0.0423
directional,The volume is getting louder.,The volume is getting quieter.,1,0.837434676374768,33.12978898079347,0.10406,0.09766
directional,The volume is getting louder.,The volume is getting quieter.,2,0.8558609714202958,31.145018256414076,0.1804,0.1543
directional,The volume is getting louder.,The volume is getting quieter.,3,0.8676172375169054,29.817083255011404,0.2773,0.2534
directional,The volume is getting louder.,The volume is getting quieter.,4,0.8877674003899547,27.405973594691677,0.4353,0.3975
directional,The volume is getting louder.,The volume is getting quieter.,5,0.9131807328322115,24.051326070102064,0.5977,0.554
directional,The volume is getting louder.,The volume is getting quieter.,6,0.9298528162843868,21.58811664330895,0.7544,0.7163
directional,The volume is getting louder.,The volume is getting quieter.,7,0.9500848030171882,18.179305114893182,1.069,1.077
directional,The volume is getting louder.,The volume is getting quieter.,8,0.9565251215131216,16.956761824424262,1.383,1.401
directional,The volume is getting louder.,The volume is getting quieter.,9,0.955256193083446,17.20429490705786,1.608,1.61
directional,The volume is getting louder.,The volume is getting quieter.,10,0.961413482045921,15.968418393320531,1.853,1.861
directional,The volume is getting louder.,The volume is getting quieter.,11,0.9659650747832694,14.991308947998148,2.29,2.271
directional,The volume is getting louder.,The volume is getting quieter.,12,0.9668007817600738,14.805069803957048,2.498,2.469
directional,The volume is getting louder.,The volume is getting quieter.,13,0.9651231885426621,15.176666828781599,2.953,2.95
directional,The volume is getting louder.,The volume is getting quieter.,14,0.9619037202750114,15.865998031020915,3.34,3.361
directional,The volume is getting louder.,The volume is getting quieter.,15,0.9522685868820331,17.77389263035589,4.15,4.188
directional,The volume is getting louder.,The volume is getting quieter.,16,0.9279276945241586,21.88594924359532,5.37,5.426
directional,The volume is getting louder.,The volume is getting quieter.,17,0.925890378064262,22.196998358118684,6.246,6.293
directional,The volume is getting louder.,The volume is getting quieter.,18,0.9292719816931709,21.678386824619125,7.402,7.496
directional,The volume is getting louder.,The volume is getting quieter.,19,0.9342188064472687,20.897697992508125,8.17,8.29
directional,The volume is getting louder.,The volume is getting quieter.,20,0.9321680621184083,21.22466161226453,9.3,9.49
directional,The volume is getting louder.,The volume is getting quieter.,21,0.9309045560338451,21.423739441593042,9.6,9.805
directional,The volume is getting louder.,The volume is getting quieter.,22,0.9281232890988923,21.855865367182,10.16,10.39
directional,The volume is getting louder.,The volume is getting quieter.,23,0.9285490488728366,21.79024383857621,10.72,10.98
directional,The volume is getting louder.,The volume is getting quieter.,24,0.9278421154457943,21.89909957248537,11.34,11.52
directional,The volume is getting louder.,The volume is getting quieter.,25,0.9245757046397576,22.39553839563967,12.055,12.2
directional,The volume is getting louder.,The volume is getting quieter.,26,0.9269179307360389,22.040637172609667,13.06,13.27
directional,The volume is getting louder.,The volume is getting quieter.,27,0.9252591782755475,22.292530643308247,13.89,14.02
directional,The volume is getting louder.,The volume is getting quieter.,28,0.9279203486600739,21.88707832509295,15.89,16.03
directional,The volume is getting louder.,The volume is getting quieter.,29,0.9288683183392079,21.740911846880547,17.94,17.83
directional,The volume is getting louder.,The volume is getting quieter.,30,0.9294015515992511,21.658280807507452,19.72,19.72
directional,The volume is getting louder.,The volume is getting quieter.,31,0.9327239502747204,21.136509696871173,23.44,23.38
logical,This statement is true.,This statement is false.,0,0.9412334588906444,19.74025778490464,0.04523,0.0451
logical,This statement is true.,This statement is false.,1,0.8413833410881363,32.71351339768895,0.10425,0.1059
logical,This statement is true.,This statement is false.,2,0.8597626310203534,30.710058444441664,0.1567,0.1611
logical,This statement is true.,This statement is false.,3,0.8010484006886005,36.76966580817169,0.2463,0.2441
logical,This statement is true.,This statement is false.,4,0.8329933093932235,33.5925375872349,0.3723,0.3809
logical,This statement is true.,This statement is false.,5,0.8289581695023325,34.00813490482117,0.4802,0.494
logical,This statement is true.,This statement is false.,6,0.8358427313057736,33.29630862787035,0.6074,0.6475
logical,This statement is true.,This statement is false.,7,0.8458364998616379,32.23832901858935,1.019,1.051
logical,This statement is true.,This statement is false.,8,0.8434853361968261,32.48998647929401,1.349,1.374
logical,This statement is true.,This statement is false.,9,0.8327042266499145,33.6224620754327,1.559,1.542
logical,This statement is true.,This statement is false.,10,0.8493782805251229,31.855887992971716,1.765,1.769
logical,This statement is true.,This statement is false.,11,0.8661207845865992,29.98906835885931,2.158,2.22
logical,This statement is true.,This statement is false.,12,0.8696625464968544,29.580551119122397,2.402,2.477
logical,This statement is true.,This statement is false.,13,0.8640013946593517,30.231127546909562,2.807,2.941
logical,This statement is true.,This statement is false.,14,0.8264954337098471,34.2596005032356,3.094,3.53
logical,This statement is true.,This statement is false.,15,0.8482486483096273,31.978309386235072,3.934,4.62
logical,This statement is true.,This statement is false.,16,0.857535432633322,30.959022508828593,5.227,5.902
logical,This statement is true.,This statement is false.,17,0.841809435720523,32.668312295782876,6.26,6.766
logical,This statement is true.,This statement is false.,18,0.8306485169031714,33.834585891460634,7.516,7.86
logical,This statement is true.,This statement is false.,19,0.830623638339457,33.83714587089667,8.36,8.78
logical,This statement is true.,This statement is false.,20,0.8302583132657646,33.874717831106636,9.06,9.58
logical,This statement is true.,This statement is false.,21,0.8247048655509452,34.441419374348335,9.484,10.09
logical,This statement is true.,This statement is false.,22,0.8182456207176256,35.09044268540138,10.164,10.78
logical,This statement is true.,This statement is false.,23,0.8076728530882367,36.130817963011985,11.01,11.8
logical,This statement is true.,This statement is false.,24,0.7996291550624617,36.90529615110696,11.55,12.26
logical,This statement is true.,This statement is false.,25,0.8008109632622966,36.792386428972414,12.37,13.11
logical,This statement is true.,This statement is false.,26,0.8037537131021851,36.5099344293994,13.54,14.45
logical,This statement is true.,This statement is false.,27,0.7983103532832425,37.030945450673315,14.43,15.69
logical,This statement is true.,This statement is false.,28,0.7936491470135612,37.47215026054857,16.78,18.34
logical,This statement is true.,This statement is false.,29,0.7908916797353784,37.73108140599275,18.81,20.3
logical,This statement is true.,This statement is false.,30,0.7827790282512077,38.48427041019929,21.06,22.53
logical,This statement is true.,This statement is false.,31,0.7735751232980916,39.32397365225942,24.78,26.88
logical,The hypothesis is confirmed.,The hypothesis is refuted.,0,0.4051912297644137,66.09688886473691,0.0455,0.03915
logical,The hypothesis is confirmed.,The hypothesis is refuted.,1,0.5907190570691834,53.79194871060332,0.09467,0.10016
logical,The hypothesis is confirmed.,The hypothesis is refuted.,2,0.6492088427371348,49.51802146630885,0.1404,0.1484
logical,The hypothesis is confirmed.,The hypothesis is refuted.,3,0.6351649007150804,50.567784082211226,0.218,0.2333
logical,The hypothesis is confirmed.,The hypothesis is refuted.,4,0.6564218831909875,48.972447200972674,0.3528,0.381
logical,The hypothesis is confirmed.,The hypothesis is refuted.,5,0.7243178543575972,43.58786909639615,0.4973,0.525
logical,The hypothesis is confirmed.,The hypothesis is refuted.,6,0.7835681636725744,38.41155583992062,0.6543,0.6616
logical,The hypothesis is confirmed.,The hypothesis is refuted.,7,0.849263769308293,31.868317050185496,1.023,1.062
logical,The hypothesis is confirmed.,The hypothesis is refuted.,8,0.8526558398723669,31.498281022980795,1.29,1.351
logical,The hypothesis is confirmed.,The hypothesis is refuted.,9,0.8629414359822457,30.351531067989367,1.537,1.586
logical,The hypothesis is confirmed.,The hypothesis is refuted.,10,0.8823533050739654,28.072442630015757,1.709,1.753
logical,The hypothesis is confirmed.,The hypothesis is refuted.,11,0.9074301566366854,24.8474006041003,2.062,2.117
logical,The hypothesis is confirmed.,The hypothesis is refuted.,12,0.9154228039098085,23.73415767129168,2.23,2.29
logical,The hypothesis is confirmed.,The hypothesis is refuted.,13,0.9074516644579942,24.844467793823732,2.701,2.703
logical,The hypothesis is confirmed.,The hypothesis is refuted.,14,0.9068453139796616,24.927025986477883,3.02,3.02
logical,The hypothesis is confirmed.,The hypothesis is refuted.,15,0.9143054768013728,23.8927126907137,3.793,3.809
logical,The hypothesis is confirmed.,The hypothesis is refuted.,16,0.9119368025469649,24.225609385697148,4.99,4.953
logical,The hypothesis is confirmed.,The hypothesis is refuted.,17,0.9054053106153859,25.12207297921609,5.87,5.934
logical,The hypothesis is confirmed.,The hypothesis is refuted.,18,0.8979261646012415,26.113204246222768,7.164,7.008
logical,The hypothesis is confirmed.,The hypothesis is refuted.,19,0.9022300021141139,25.54724290618062,7.89,7.824
logical,The hypothesis is confirmed.,The hypothesis is refuted.,20,0.8802728941190411,28.32469998743592,8.93,8.76
logical,The hypothesis is confirmed.,The hypothesis is refuted.,21,0.8685709239577599,29.707006047049795,9.445,9.195
logical,The hypothesis is confirmed.,The hypothesis is refuted.,22,0.8515488442840371,31.61946804358596,10.06,9.69
logical,The hypothesis is confirmed.,The hypothesis is refuted.,23,0.8453131978669588,32.29449202166062,10.56,10.22
logical,The hypothesis is confirmed.,The hypothesis is refuted.,24,0.8345394232560132,33.43208978643343,11.82,10.914
logical,The hypothesis is confirmed.,The hypothesis is refuted.,25,0.8227257695890655,34.64140799715816,12.62,11.66
logical,The hypothesis is confirmed.,The hypothesis is refuted.,26,0.8132905210777155,35.581318508296505,13.96,12.6
logical,The hypothesis is confirmed.,The hypothesis is refuted.,27,0.8021694440511373,36.66222874688201,14.8,13.34
logical,The hypothesis is confirmed.,The hypothesis is refuted.,28,0.8060704453069012,36.286239030773615,16.78,15.44
logical,The hypothesis is confirmed.,The hypothesis is refuted.,29,0.7980019883065663,37.06027235794697,19.06,17.48
logical,The hypothesis is confirmed.,The hypothesis is refuted.,30,0.787867567122799,38.013323491717436,21.28,19.77
logical,The hypothesis is confirmed.,The hypothesis is refuted.,31,0.776078048304683,39.097125360848935,26.38,24.28
logical,The evidence supports the claim.,The evidence contradicts the claim.,0,0.7805911681554077,38.68526588858665,0.0402,0.0445
logical,The evidence supports the claim.,The evidence contradicts the claim.,1,0.8843551030964751,27.82773574574799,0.09607,0.105
logical,The evidence supports the claim.,The evidence contradicts the claim.,2,0.8695527215510512,29.593295604990338,0.1492,0.1565
logical,The evidence supports the claim.,The evidence contradicts the claim.,3,0.8711404661036661,29.408559321222256,0.2264,0.2418
logical,The evidence supports the claim.,The evidence contradicts the claim.,4,0.8735243626490473,29.129187386698675,0.3467,0.364
logical,The evidence supports the claim.,The evidence contradicts the claim.,5,0.8791483134000493,28.460204961649552,0.4731,0.4912
logical,The evidence supports the claim.,The evidence contradicts the claim.,6,0.8788358200479244,28.497753592615737,0.5903,0.609
logical,The evidence supports the claim.,The evidence contradicts the claim.,7,0.8760105261972324,28.83520240938636,0.95,0.9937
logical,The evidence supports the claim.,The evidence contradicts the claim.,8,0.8620616191314544,30.451144564373344,1.236,1.237
logical,The evidence supports the claim.,The evidence contradicts the claim.,9,0.8412105215397678,32.731830675687355,1.481,1.438
logical,The evidence supports the claim.,The evidence contradicts the claim.,10,0.8555882450723052,31.175217556743096,1.684,1.645
logical,The evidence supports the claim.,The evidence contradicts the claim.,11,0.8752411294059596,28.926473932514988,2.082,2.06
logical,The evidence supports the claim.,The evidence contradicts the claim.,12,0.8845265523014927,27.80668513633492,2.27,2.268
logical,The evidence supports the claim.,The evidence contradicts the claim.,13,0.8598941779650489,30.69529672445576,2.71,2.682
logical,The evidence supports the claim.,The evidence contradicts the claim.,14,0.8209042824306646,34.82458139713517,3.107,3.076
logical,The evidence supports the claim.,The evidence contradicts the claim.,15,0.8222874791929318,34.685560876730584,3.807,3.92
logical,The evidence supports the claim.,The evidence contradicts the claim.,16,0.8140441738574431,35.50703868762529,4.914,5.12
logical,The evidence supports the claim.,The evidence contradicts the claim.,17,0.7978335141139687,37.076286623718964,5.84,5.996
logical,The evidence supports the claim.,The evidence contradicts the claim.,18,0.8032036533929596,36.56287300208354,6.93,7.117
logical,The evidence supports the claim.,The evidence contradicts the claim.,19,0.8111915610784806,35.78748594752993,7.715,7.883
logical,The evidence supports the claim.,The evidence contradicts the claim.,20,0.7913924476418669,37.684171054680725,8.914,9.26
logical,The evidence supports the claim.,The evidence contradicts the claim.,21,0.7925683142297184,37.57382360132463,9.33,9.95
logical,The evidence supports the claim.,The evidence contradicts the claim.,22,0.7784360073983861,38.88240007406485,9.82,10.375
logical,The evidence supports the claim.,The evidence contradicts the claim.,23,0.7786963185883671,38.8586339433308,10.336,11.09
logical,The evidence supports the claim.,The evidence contradicts the claim.,24,0.762899676193205,40.27950187975751,11.445,11.57
logical,The evidence supports the claim.,The evidence contradicts the claim.,25,0.7514761298056625,41.2815929027124,12.086,12.3
logical,The evidence supports the claim.,The evidence contradicts the claim.,26,0.7560395178003512,40.88371638005914,13.16,13.43
logical,The evidence supports the claim.,The evidence contradicts the claim.,27,0.7598353106240618,40.550318611911266,14.05,14.336
logical,The evidence supports the claim.,The evidence contradicts the claim.,28,0.7633163281735471,40.24256319156823,16.17,16.69
logical,The evidence supports the claim.,The evidence contradicts the claim.,29,0.7655525406371215,40.043826449363365,18.42,18.88
logical,The evidence supports the claim.,The evidence contradicts the claim.,30,0.7554711800117204,40.93344251484041,20.56,21.1
logical,The evidence supports the claim.,The evidence contradicts the claim.,31,0.7607159600529154,40.47264393900834,25.55,25.36
binary_state,The light is on.,The light is off.,0,0.7979268652777796,37.06741388776814,0.05927,0.04733
binary_state,The light is on.,The light is off.,1,0.7951879885795055,37.32698475447811,0.1348,0.1168
binary_state,The light is on.,The light is off.,2,0.8121196903395496,35.69644909006238,0.1954,0.176
binary_state,The light is on.,The light is off.,3,0.8263416517229949,34.27524913212345,0.311,0.2893
binary_state,The light is on.,The light is off.,4,0.8458737928178666,32.23432324755965,0.4407,0.4263
binary_state,The light is on.,The light is off.,5,0.8714036954845685,29.377830053897302,0.5825,0.5757
binary_state,The light is on.,The light is off.,6,0.9014736397157678,25.647548206234454,0.7397,0.7217
binary_state,The light is on.,The light is off.,7,0.9288850096689816,21.73832985256405,1.078,1.097
binary_state,The light is on.,The light is off.,8,0.9395669658012153,20.021039317959715,1.397,1.431
binary_state,The light is on.,The light is off.,9,0.9396811289309672,20.001925045676277,1.753,1.733
binary_state,The light is on.,The light is off.,10,0.9485405060314598,18.46080311928962,2.006,1.99
binary_state,The light is on.,The light is off.,11,0.9581732073869368,16.629929857321375,2.363,2.336
binary_state,The light is on.,The light is off.,12,0.9613295993142705,15.985879092585979,2.53,2.531
binary_state,The light is on.,The light is off.,13,0.9580319783249137,16.658180970462638,2.988,2.97
binary_state,The light is on.,The light is off.,14,0.9464061924544585,18.84316735784233,3.396,3.31
binary_state,The light is on.,The light is off.,15,0.914491855628701,23.86633341831615,4.26,4.33
binary_state,The light is on.,The light is off.,16,0.886898827812931,27.513894877273163,5.445,5.473
binary_state,The light is on.,The light is off.,17,0.8603926896765484,30.639297306187224,6.29,6.367
binary_state,The light is on.,The light is off.,18,0.8436502069982454,32.4723961598634,7.633,7.74
binary_state,The light is on.,The light is off.,19,0.83801569255021,33.068828950349825,8.44,8.586
binary_state,The light is on.,The light is off.,20,0.8144009841890301,35.471824445013894,9.49,9.625
binary_state,The light is on.,The light is off.,21,0.8042673193122751,36.46044447322559,9.79,9.98
binary_state,The light is on.,The light is off.,22,0.7906696948062781,37.751860377646736,10.33,10.625
binary_state,The light is on.,The light is off.,23,0.7811309234186865,38.635761376370816,10.96,11.234
binary_state,The light is on.,The light is off.,24,0.7467588870775266,41.68960273007931,11.54,11.8
binary_state,The light is on.,The light is off.,25,0.7418520989610142,42.11057411959278,12.234,12.52
binary_state,The light is on.,The light is off.,26,0.7427533587552277,42.03350931797616,13.21,13.59
binary_state,The light is on.,The light is off.,27,0.7423668956746019,42.06656901581285,14.1,14.35
binary_state,The light is on.,The light is off.,28,0.742189503289538,42.08173683984537,16.12,16.27
binary_state,The light is on.,The light is off.,29,0.7388218824122594,42.368845500783515,18.03,18.14
binary_state,The light is on.,The light is off.,30,0.7357529814221847,42.629119600870034,20.03,20.36
binary_state,The light is on.,The light is off.,31,0.7223257467101671,43.75316626711461,24.64,24.55
binary_state,The door is open.,The door is closed.,0,0.9071248053150005,24.88900344882361,0.04636,0.0445
binary_state,The door is open.,The door is closed.,1,0.8842439921491996,27.84137017598785,0.11334,0.1079
binary_state,The door is open.,The door is closed.,2,0.8766946116819182,28.753828789701704,0.1652,0.1675
binary_state,The door is open.,The door is closed.,3,0.8744756361223203,29.017022042240942,0.2783,0.2646
binary_state,The door is open.,The door is closed.,4,0.8912595955582214,26.96804368691844,0.4097,0.4058
binary_state,The door is open.,The door is closed.,5,0.9058275664353204,25.065026005022226,0.567,0.5713
binary_state,The door is open.,The door is closed.,6,0.9280265385037431,21.87075123485527,0.73,0.73
binary_state,The door is open.,The door is closed.,7,0.9415677480461249,19.683471794890895,1.023,1.087
binary_state,The door is open.,The door is closed.,8,0.9422075958342664,19.57433913761974,1.337,1.366
binary_state,The door is open.,The door is closed.,9,0.9386046071877432,20.18147651207405,1.695,1.704
binary_state,The door is open.,The door is closed.,10,0.9489841306816574,18.38036440313719,1.984,1.967
binary_state,The door is open.,The door is closed.,11,0.9581273709284943,16.639103978272935,2.324,2.318
binary_state,The door is open.,The door is closed.,12,0.9607450413750573,16.1070465160625,2.533,2.525
binary_state,The door is open.,The door is closed.,13,0.9566514949981562,16.9319175895821,2.979,2.967
binary_state,The door is open.,The door is closed.,14,0.9395588568453983,20.02239633050758,3.352,3.336
binary_state,The door is open.,The door is closed.,15,0.9136834676503597,23.9805515271693,4.184,4.215
binary_state,The door is open.,The door is closed.,16,0.8884479653705105,27.32113778659455,5.58,5.477
binary_state,The door is open.,The door is closed.,17,0.8763576293006065,28.793939935733906,6.473,6.344
binary_state,The door is open.,The door is closed.,18,0.884246585899776,27.841051966747745,8.01,7.7
binary_state,The door is open.,The door is closed.,19,0.8849148286942107,27.75895808711388,8.85,8.57
binary_state,The door is open.,The door is closed.,20,0.8734539197398798,29.137477690154462,9.945,9.57
binary_state,The door is open.,The door is closed.,21,0.8652920332937322,30.08393162007593,10.36,9.91
binary_state,The door is open.,The door is closed.,22,0.8591806782377542,30.77528641346058,10.91,10.37
binary_state,The door is open.,The door is closed.,23,0.8596224089118933,30.725786612971167,11.59,10.96
binary_state,The door is open.,The door is closed.,24,0.8446794066127823,32.36239679606716,12.23,11.34
binary_state,The door is open.,The door is closed.,25,0.839511833004878,32.91139376042946,12.97,11.98
binary_state,The door is open.,The door is closed.,26,0.8411715506188826,32.73595997505223,14.25,12.95
binary_state,The door is open.,The door is closed.,27,0.8413457632046337,32.71749708222848,15.26,13.805
binary_state,The door is open.,The door is closed.,28,0.8450537302229507,32.322306916811506,17.53,15.85
binary_state,The door is open.,The door is closed.,29,0.8457165798344497,32.251207052854355,19.78,17.81
binary_state,The door is open.,The door is closed.,30,0.8410860373094708,32.74501921304574,21.84,19.77
binary_state,The door is open.,The door is closed.,31,0.8243299376124116,34.479384029710346,26.69,24.33
binary_state,The system is active.,The system is inactive.,0,0.7936611804528807,37.47101695731978,0.04248,0.04684
binary_state,The system is active.,The system is inactive.,1,0.811955566412762,35.712562055568704,0.1017,0.10925
binary_state,The system is active.,The system is inactive.,2,0.840611321039773,32.795269980010126,0.1522,0.1587
binary_state,The system is active.,The system is inactive.,3,0.8320559840891923,33.68947981887434,0.2373,0.2356
binary_state,The system is active.,The system is inactive.,4,0.8466416188668335,32.151749317127816,0.3577,0.3618
binary_state,The system is active.,The system is inactive.,5,0.8778563895654887,28.615147693866312,0.5083,0.5186
binary_state,The system is active.,The system is inactive.,6,0.9037247496255161,25.347927774539865,0.6797,0.674
binary_state,The system is active.,The system is inactive.,7,0.9008829382558872,25.725630675412624,1.005,1.062
binary_state,The system is active.,The system is inactive.,8,0.8871562933250239,27.48194520642982,1.27,1.294
binary_state,The system is active.,The system is inactive.,9,0.876604974678435,28.764503311059965,1.55,1.493
binary_state,The system is active.,The system is inactive.,10,0.8806326326159282,28.28122808151838,1.794,1.696
binary_state,The system is active.,The system is inactive.,11,0.8738839883035839,29.08683007442185,2.182,2.064
binary_state,The system is active.,The system is inactive.,12,0.8850058058082271,27.747764227575956,2.412,2.299
binary_state,The system is active.,The system is inactive.,13,0.8518873908475556,31.58245032697861,2.809,2.682
binary_state,The system is active.,The system is inactive.,14,0.8394471556464559,32.918213411798696,3.258,3.084
binary_state,The system is active.,The system is inactive.,15,0.8122007736253398,35.688486361619866,3.94,3.928
binary_state,The system is active.,The system is inactive.,16,0.7862064494841691,38.16760182956217,5.363,5.066
binary_state,The system is active.,The system is inactive.,17,0.7625144052986749,40.3136334580463,5.95,5.89
binary_state,The system is active.,The system is inactive.,18,0.7485990332812761,41.530832867809764,7.26,7.105
binary_state,The system is active.,The system is inactive.,19,0.7525404223188097,41.18908108795285,8.195,7.906
binary_state,The system is active.,The system is inactive.,20,0.7199790514130188,43.94724908923275,9.13,8.86
binary_state,The system is active.,The system is inactive.,21,0.6998843119466622,45.582276931039544,9.61,9.15
binary_state,The system is active.,The system is inactive.,22,0.6906137847010805,46.321285097848396,10.266,9.586
binary_state,The system is active.,The system is inactive.,23,0.6780679254404092,47.30715221307873,10.84,10.11
binary_state,The system is active.,The system is inactive.,24,0.630935486644891,50.88082518433383,12.0,10.72
binary_state,The system is active.,The system is inactive.,25,0.6287786602654977,51.03992832250154,12.91,11.3
binary_state,The system is active.,The system is inactive.,26,0.6340682351677387,50.64908857949793,13.93,12.13
binary_state,The system is active.,The system is inactive.,27,0.6305424514250664,50.90984503356273,14.76,12.8
